This_Is_Me,423,Musical,2018-01-13,114,2,KEALA_SETTLE,The Greatest Showman,58,83
Candy_Paint,81,R&B/Hip-hop,2017-11-11,187,2,POST_MALONE,beerbongs & bentleys,50,84
Hardaway,175,R&B/Hip-hop,2018-02-17,64,2,DEREZ_DE'SHON,,85,85
La_Modelo,225,Latin,2018-01-06,178,2,OZUNA,Aura,52,86
One_Foot,314,Pop,2018-01-13,222,2,WALK_THE_MOON,,65,87
Beautiful_Trauma,46,Pop,2018-01-20,179,2,P!NK,Beautiful Trauma,78,88
Singles_You_Up,372,Country,2018-02-17,106,2,JORDAN_DAVIS,Home State,89,89
Filthy,139,Pop,2018-01-20,110,2,JUSTIN_TIMBERLAKE,,9,90
Black_Panther,62,R&B/Hip-hop,2018-02-24,117,2,KENDRICK_LAMAR,Black Panther The Album,91,91
At_The_Club,29,R&B/Hip-hop,2018-02-17,98,2,JACQUEES,,92,92
Codeine_Dreaming,89,R&B/Hip-hop,2017-12-16,123,2,KODAK_BLACK,Project Baby 2: All Grown Up,52,93
The_Long_Way,412,Country,2018-02-17,32,2,BRETT_ELDREDGE,Brett Eldredge,93,94
Rock,349,R&B/Hip-hop,2018-02-17,185,2,PLIES,,95,95
I_Like_Me_Better,193,Pop,2018-02-24,129,2,LAUV,I met you when I was 18. (the playlist),96,96
When_We,454,R&B/Hip-hop,2018-02-24,207,2,TANK,SAVAGE,97,97
Criminal,95,Latin,2018-02-17,172,2,NATTI_NATASHA,,95,98
IDGAF,20,Pop,2018-01-27,71,2,DUA_LIPA,Dua Lipa,88,99
Rewrite_The_Stars,342,Pop,2018-01-13,233,2,ZAC_EFRON,The Greatest Showman,70,100
Gods_Plan,159,R&B/Hip-hop,2018-02-03,70,3,DRAKE,Scorpion,1,1
Meant_To_Be,261,Pop,2017-11-11,20,3,BEBE_REXHA,,2,2
Perfect,324,Pop,2017-10-07,74,3,ED_SHEERAN,Divide,1,3
Finesse,141,Pop,2018-01-13,34,3,BRUNO_MARS,,3,4
Psycho,334,R&B/Hip-hop,2018-03-10,187,3,POST_MALONE,beerbongs & bentleys,2,5
The_Middle,413,Pop,2018-02-10,235,3,ZEDD,,6,6
